eGRID2016 Plant file sequence number,Plant state abbreviation,Plant name,Plant latitude,Plant longitude,Plant primary fuel,Plant capacity factor,Plant nameplate capacity (MW),Plant annual net generation (MWh),Plant annual CO2 equivalent emissions (tons)
SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,CAPFAC,NAMEPCAP,PLNGENAN,PLCO2EQA
5290,MS,SR Houston,33.926666,-88.997563,SUN,0,3.1,0,
5291,MS,Sumrall I Solar Farm,31.403531,-89.49764,SUN,,52,,
5292,MS,Sumrall II Solar Farm,31.397089,-89.485884,SUN,,52,,
5293,MS,Sweatt Electric Generating Plant,32.2925,-88.7461,NG,0.0175,136.9,20985,"18,093"
5294,MS,Sylvarena Generating Plant,31.982076,-89.412714,NG,0.145,141,179094,"105,956"
5295,MS,Third Street,34.205,-90.577777,NG,,13,,
5296,MS,Watson Electric Generating Plant,30.4392,-89.0286,NG,0.0683,"1,215.50",727683,"506,308"
5297,MS,Wright,33.516583,-90.183337,NG,,17.5,,
5298,MS,Yazoo,32.8458,-90.4211,NG,0.0011,34.1,326,205
5299,MT,Basin Creek Plant,45.9293,-112.5194,NG,0.1918,54.9,92242,"50,537"
5300,MT,Big Fork,48.0592,-114.0708,WAT,0.8209,4.1,29483,0
5301,MT,Big Timber Wind Farm,45.855428,-109.649167,WND,,25,,
5302,MT,Black Eagle,47.521331,-111.261442,WAT,0.5626,24,118288,0
5303,MT,"Black Eagle Solar, LLC",47.547466,-111.253974,SUN,,3,,
5304,MT,Broadwater Power Project,46.12061,-111.407656,WAT,0.5689,9.7,48339,0
5305,MT,Canyon Ferry,46.649026,-111.727874,WAT,0.7108,49.8,310096,0
5306,MT,Clark Canyon Hydro-Electric Facility,44.999,-112.857,WAT,,4.8,,
5307,MT,Cochrane,47.5375,-111.194969,WAT,0.4426,60.4,234165,0
5308,MT,Colstrip,45.8831,-106.614,SUB,0.6712,"2,272.00",13358656,"15,858,830"
5309,MT,Colstrip Energy Limited Partnership,45.9752,-106.6547,WC,0.7751,46.1,313013,"470,993"
5310,MT,Culbertson Station,48.21,-104.391667,NG,0.1204,91,95987,"56,025"
5311,MT,Diamond Willow Wind Facility,46.2753,-104.1836,WND,0.381,30,100119,0
5312,MT,Fairfield Wind,47.723333,-111.965278,WND,0.3803,10,33312,0
5313,MT,Flint Creek Hydroelectric LLC,46.2275,-113.294722,WAT,0.5708,2,10000,0
5314,MT,Fort Peck,48.0122,-106.4123,WAT,0.471,185.3,764592,0
5315,MT,Fresno Dam Site Water Power Project,48.601,-109.943,WAT,,1.5,,
5316,MT,Glendive Generating Station,47.0539,-104.74,NG,0.0086,83.7,6277,"4,398"
5317,MT,Gordon Butte Wind LLC,46.411944,-110.337777,WND,0.4703,9.6,39552,0
5318,MT,"Great Divide Solar, LLC",46.805739,-112.249048,SUN,,3,,
5319,MT,"Green Meadow Solar, LLC",46.694488,-112.063623,SUN,,3,,
5320,MT,Greenfield Wind - MT,47.723,-111.963,WND,0.0729,25,15971,0
5321,MT,Hardin Generating Station,45.7578,-107.6,SUB,0.3445,115.7,349109,"487,303"
5322,MT,Hauser,46.765941,-111.887341,WAT,0.8087,17,120437,0
5323,MT,Holter,46.9915,-112.0047,WAT,0.7553,38.4,254064,0
5324,MT,"Horse Thief Wind Project, LLC",45.223629,-108.745184,WND,,80,,
5325,MT,Horseshoe Bend Wind Park,47.4983,-111.4392,WND,0.2825,9,22270,0
5326,MT,Hungry Horse,48.341521,-114.01443,WAT,0.2228,428,835162,0
5327,MT,J E Corette Plant,45.77562,-108.480999,SUB,,172.8,,
5328,MT,Jawbone Wind Project,46.508056,-109.727778,WND,,131.1,,
5329,MT,Judith Gap Wind Energy Center,46.5725,-109.7531,WND,0.4068,135,481097,0
5330,MT,Kerr,47.6777,-114.2339,WAT,0.5874,207.6,1068156,0
5331,MT,Lewis & Clark,47.6785,-104.15665,LIG,0.4543,68.6,272977,"375,072"
5332,MT,Libby,48.4098,-115.3143,WAT,0.4752,525,2185485,0
5333,MT,Madison Dam,45.487869,-111.633807,WAT,0.7407,8.8,57101,0
5334,MT,"Magpie Solar, LLC",46.291439,-108.937935,SUN,,3,,
5335,MT,Martinsdale Wind Farm,46.504479,-110.21987,WND,,80,,
5336,MT,Miles City GT,46.4112,-105.7953,NG,0.0035,23.3,712,859
5337,MT,Mill Creek Generating Station,46.104713,-112.876605,NG,0.1478,203.1,262921,"195,484"
5338,MT,Milltown,46.869722,-113.878055,WAT,,3,,
5339,MT,Morony,47.581737,-111.060898,WAT,0.5475,54,258995,0
5340,MT,"Mud Springs Wind Project, LLC",45.114387,-108.663391,WND,,80,,
5341,MT,Musselshell Wind Project,46.275278,-109.482778,WND,0.2823,10,24727,0
5342,MT,Musselshell Wind Project Two LLC,46.275278,-109.482778,WND,0.3329,10,29160,0
5343,MT,Mystic,45.225741,-109.762489,WAT,0.4891,12,51416,0
5344,MT,NaturEner Glacier Wind Energy 1,48.51,-112.1097,WND,0.305,106.5,284566,0
5345,MT,NaturEner Glacier Wind Energy 2,48.5333,-112.1847,WND,0.3202,103.5,290305,0
5346,MT,NaturEner Rim Rock Energy,48.820278,-112.103333,WND,0.3944,189,652904,0
5347,MT,New Colony Wind Project,46.502,-110.273,WND,,25,,
5348,MT,Noxon Rapids,47.96048,-115.73361,WAT,0.3399,569.5,1695642,0
5349,MT,OREG 1 Inc,48.2139,-104.3975,WH,0.5823,30,153032,0
5350,MT,OREG 2 Inc,48.2142,-104.3975,WH,0.6615,30,173836,0
5351,MT,Phillips 66 Billings Refinery,45.7769,-108.4911,OG,0,1.6,0,
5352,MT,"Pryor Caves Wind Project, LLC",45.165525,-108.693138,WND,,80,,
5353,MT,Rainbow (MT),47.5344,-111.2045,WAT,0.4099,95.6,343233,0
5354,MT,"River Bend Solar, LLC",45.703779,-109.565219,SUN,,2,,
5355,MT,Ryan,47.569939,-111.122546,WAT,0.9377,50.4,413979,0
5356,MT,Sand Creek Wind Farm,47.911,-105.498,WND,,75,,
5357,MT,Sidney MT Plant,47.717222,-104.135556,LIG,0.2821,4,9883,"4,887"
5358,MT,South Dry Creek Hydro,45.206341,-109.1652,WAT,0.3563,2,6242,0
5359,MT,"South Mills Solar, LLC",45.730113,-107.632624,SUN,,3,,
5360,MT,Spion Kop Wind Farm,47.333333,-110.639167,WND,0.3729,40,130661,0
5361,MT,Stoltze CoGen1,48.3877,-114.2409,WDS,0.8215,2.8,20150,322
5362,MT,Thompson Falls,47.593155,-115.358237,WAT,0.6688,87.1,510256,0
5363,MT,Tiber Dam Hydroelectric Plant,48.318,-111.1018,WAT,0.796,7.5,52297,0
5364,MT,Turnbull Hydro,47.605278,-112.096944,WAT,0.2178,13,24804,0
5365,MT,Two Dot Wind Farm,46.449444,-110.087222,WND,0.4184,9.7,35548,0
5366,MT,Yellowstone Energy Limited Partnership,45.8117,-108.4278,PC,0.7588,68,452014,
5367,MT,Yellowtail,45.307406,-107.957515,WAT,0.3152,250,690297,0
5368,NC,"231 Dixon 74 Solar I, LLC",35.244125,-81.430385,SUN,,2,,
5369,NC,4Oaks,35.4325,-78.411667,SUN,0.2136,5,9354,0
5370,NC,510 REPP One,36.4972,-77.6058,SUN,0.1728,1.3,1968,0
5371,NC,Adams Solar,36.273004,-79.792474,SUN,,2,,
5372,NC,Ahoskie,36.306369,-76.993138,SUN,,5,,
5373,NC,Ajax Solar,34.83091,-79.1194,SUN,,5,,
5374,NC,Albemarle Hospital Unit,35.3636,-80.1939,DFO,0.0051,1.8,81,78
5375,NC,Albemarle Prime Power Park,35.407208,-80.151849,DFO,0.0029,3.6,90,159
5376,NC,Albemarle Solar Center LLC,35.293056,-77.556944,SUN,0.221,5,9678,0
5377,NC,Albertson Solar LLC,35.093021,-77.812667,SUN,0.2535,5,11104,0
5378,NC,Alexis Solar,35.327886,-77.660889,SUN,,5,,
5379,NC,AM Best Farm,35.418889,-77.985556,SUN,0.2085,5,9131,0
5380,NC,American Legion PV 1,36.418333,-77.655833,SUN,,16,,
5381,NC,Amethyst Solar,35.316944,-81.926389,SUN,0.1421,3,3734,0
5382,NC,Anderson Farm LLC,34.975556,-78.516667,SUN,0.2498,1.9,4158,0
5383,NC,Andrew Solar,35.1608,-77.1099,SUN,0.227,5,9942,0
5384,NC,Angel Solar,35.651111,-81.208611,SUN,0.2311,5,10120,0
5385,NC,Angier Farm,35.516389,-78.75,SUN,0.1866,5,8171,0
5386,NC,Anna Solar,36.264902,-78.296067,SUN,,5,,
5387,NC,Apple Data Center - Fuel Cell 1&2,35.588333,-81.266667,LFG,0.6885,10.5,63328,
5388,NC,Apple Data Center - PV2,35.738889,-81.207778,SUN,0.2462,20,43133,0
5389,NC,Apple Data Center PV,35.588135,-81.25198,SUN,0.2333,21,42920,0
5390,NC,Apple Data Center PV3,35.715,-81.15,SUN,0.2544,17.5,38998,0
5391,NC,Apple One,35.629444,-81.156944,SUN,0.2172,5,9511,0
5392,NC,"Ararat Rock Solar, LLC",36.461111,-80.600556,SUN,0.2077,3.5,6367,0
5393,NC,"Arba Solar, LLC",35.396389,-77.703611,SUN,0.1808,2,3167,0
5394,NC,Archer Daniels Midland Southport,33.9397,-77.9905,NG,0.0029,52.5,1313,"2,284"
5395,NC,Arndt Farm,35.779167,-81.175556,SUN,0.2196,5,9617,0
5396,NC,Asheville,35.4731,-82.5417,BIT,0.1217,"1,423.50",1517188,"1,626,456"
5397,NC,Ashley Solar Farm,36.126111,-80.798889,SUN,0.2194,4,7686,0
5398,NC,"Aspen Solar, LLC",34.791163,-78.012122,SUN,0.228,5,9984,0
5399,NC,Atkinson Farm Solar,34.896953,-77.795169,SUN,0.2198,5,9629,0
5400,NC,Audrey Solar,35.328056,-81.621944,SUN,0.1206,3,3169,0
5401,NC,"Augustus Farm, LLC",35.599685,-77.639109,SUN,0.2307,4.9,9902,0
5402,NC,Austin Solar,35.613889,-81.132222,SUN,,2,,
5403,NC,"Auten Road Farm, LLC",35.30498,-81.13735,SUN,,5,,
5404,NC,Avalon/Mayo Hydropower,36.423715,-79.952494,WAT,0.4993,1.2,5249,0
5405,NC,Ayrshire,35.283056,-81.615278,SUN,,19.4,,
5406,NC,Bailey Farm LLC,35.7875,-78.139722,SUN,0.2111,5,9248,0
5407,NC,Baker PV 1,36.270278,-77.060278,SUN,0.0004,5,16,0
5408,NC,Balsam,35.458889,-79.173889,SUN,0.2179,5,9543,0
5409,NC,"Baltimore Church Solar, LLC",34.466688,-79.152443,SUN,,4.5,,
5410,NC,"Barker Solar, LLC",34.635599,-78.928657,SUN,,5,,
5411,NC,"Barnhill Road Solar, LLC",36.269175,-76.299469,SUN,0,3.1,0,
5412,NC,Battleboro Farm,36.05864,-77.76077,SUN,0.1653,5.2,7528,0
5413,NC,Battleground,35.22,-81.33,SUN,0.2022,3.5,6199,0
5414,NC,Bay Branch Solar,35.4745,-77.1191,SUN,,5,,
5415,NC,Bear Creek Dam,35.242677,-83.072007,WAT,0.2321,9,18298,0
5416,NC,Bear Creek Solar,35.540344,-79.449053,SUN,,2,,
5417,NC,Bear Poplar Solar,35.670497,-80.684681,SUN,,5,,
5418,NC,Bearford Farm Solar Project,34.61,-77.924167,SUN,,5,,
5419,NC,Bearford Solar II,34.611944,-77.928889,SUN,,4.9,,
5420,NC,BearPond Solar Center LLC,36.276111,-78.377222,SUN,0.324,4.8,13625,0
5421,NC,"Beaufort Solar, LLC",35.456,-77.134,SUN,0.2209,15,29020,0
5422,NC,Beetle Solar,35.1785,-81.665,SUN,0,4,0,
5423,NC,Belews Creek,36.2811,-80.0603,BIT,0.4917,"2,491.20",10731176,"10,525,514"
5424,NC,Belwood Farm,35.47,-81.508333,SUN,0.2253,4,7893,0
5425,NC,Benthall Bridge PV 1,36.42,-77.100278,SUN,0,5,1,0
5426,NC,Bernhardt Furniture Solar Farm,35.84995,-81.540861,SUN,0.2118,1.1,2041,0
5427,NC,"Bethel Price Solar, LLC",35.794722,-77.381111,SUN,0.2116,5,9267,0
5428,NC,Bethel Solar,35.75,-77.385,SUN,0.1453,5,6366,0
5429,NC,Beulaville,34.9,-77.78,SUN,0.187,2,3276,0
5430,NC,"BG Stewart Solar Farm, LLC",34.970486,-80.389622,SUN,0.2186,5,9575,0
5431,NC,Biltmore Solar Fields,35.561156,-82.58844,SUN,0,1.5,0,
5432,NC,Binks Solar,36,-79.0525,SUN,,4,,
5433,NC,Biscoe Solar LLC,35.383889,-79.770278,SUN,0.2201,5,9639,0
5434,NC,"Bizzell Church Solar 1, LLC",35.549401,-78.179859,SUN,0.2014,5.2,9173,0
5435,NC,Bizzell Church Solar 2,35.544405,-78.177204,SUN,,5,,
5436,NC,Blackburn Landfill Co-Generation,35.6067,-81.3006,LFG,0.6544,2.9,16623,0
5437,NC,Bladen Solar Farm,34.82287,-78.6243,SUN,,5,,
5438,NC,Bladenboro Farm,34.535,-78.813056,SUN,0.2058,5,9014,0
5439,NC,"Bladenboro Solar, LLC",34.547761,-78.817652,SUN,0.2226,4.8,9359,0
5440,NC,Blewett,34.9833,-79.8775,WAT,0.0873,94.6,72342,"1,337"
5441,NC,"Bloomsbury Solar, LLC",36.432,-78.272,SUN,,5,,
5442,NC,Blue Bird Solar,36.383131,-78.35027,SUN,,4,,
5443,NC,Blue Ridge Paper Products Inc.,35.535,-82.8411,BIT,0.7347,52.5,337905,
5444,NC,Blueberry One,35.313889,-78.154167,SUN,0.2104,5,9215,0
5445,NC,Boaz Farm Solar,35.46777,-79.13444,SUN,,5,,
5446,NC,Bolton Farm,36.421617,-78.132311,SUN,0.2081,5,9114,0
5447,NC,Bondi Solar,35.134054,-77.53849,SUN,,5,,
5448,NC,Bonnie Solar,36.085901,-78.062162,SUN,,5,,
5449,NC,Boseman Solar Center LLC,36.008056,-77.81,SUN,0.2077,5,9096,0
5450,NC,Bostic Delivery No 2,35.3619,-81.8344,DFO,0,1,-32,0
5451,NC,Boykin PV1,35.113386,-78.750423,SUN,,17,,
5452,NC,Bradley PV1,36.260556,-77.076389,SUN,0.1246,5,5456,0
5453,NC,Brantley Solar,35.890485,-78.155153,SUN,,50.2,,
5454,NC,BRE,36.372546,-78.598507,SUN,0.2111,5,9246,0
5455,NC,BRE NC Solar 2,36.342161,-78.173219,SUN,,5,,
5456,NC,BRE NC Solar 3,36.383,-78.612,SUN,,5,,
5457,NC,BRE NC Solar 4,36.351759,-78.149852,SUN,,5,,
5458,NC,Bridgewater,35.7428,-81.8372,WAT,0.1992,27.7,48345,0
5459,NC,"Broadridge Solar, LLC",34.522942,-78.957206,SUN,,5,,
5460,NC,"Broadway Solar Center, LLC",34.309261,-78.831433,SUN,0.2206,5,9661,0
5461,NC,Brooke Solar,36.24426,-78.377163,SUN,,4.5,,
5462,NC,Brunswick Nuclear,33.9597,-78.0114,NUC,0.877,"2,003.20",15388747,0
5463,NC,Buck,35.7133,-80.3767,NG,0.489,"1,172.30",5021160,"2,054,633"
5464,NC,Buddy Solar,35.541944,-80.363333,SUN,0.2004,4,7022,0
5465,NC,"Bunn Level Farm, LLC",35.308639,-78.774331,SUN,0.0035,5,154,0
5466,NC,Butler-Warner Generation Plant,35.0986,-78.8294,NG,0.0021,303.4,5544,"7,775"
5467,NC,Buxton,35.267222,-75.534722,DFO,0,15,-6,285
5468,NC,Cabaniss Solar,36.077702,-78.260021,SUN,,4.2,,
5469,NC,Calypso Farm,35.153611,-78.118889,SUN,,5,,
5470,NC,Camp Lejeune Solar,34.725699,-77.350273,SUN,0.2109,12.8,23652,0
5471,NC,Candace Solar,35.487,-78.1922,SUN,0.0661,5,2896,0
5472,NC,Cape Fear,35.595,-79.0495,,,430.5,,
5473,NC,Cardinal Solar,36.099385,-78.229366,SUN,,5,,
5474,NC,Carl Friedrich Gauss Solar,36.345842,-77.633477,SUN,,5,,
5475,NC,Carol Jean Solar,36.316111,-80.144444,SUN,0.0009,4,31,0
5476,NC,Carter PV1,35.021111,-78.7875,SUN,0.2289,5,10024,0
5477,NC,Carter Solar,36.045891,-77.894272,SUN,,5,,
5478,NC,Cash Solar,36.02818,-77.923306,SUN,,5,,
5479,NC,Castalia Solar,36,-77.783333,SUN,0.2183,2,3825,0
5480,NC,Catawba River Pollution Control,35.7766,-81.6643,DFO,0.0023,1.3,26,31
5481,NC,Catawba Solar LLC,35.61,-80.53,SUN,0.0047,2,82,0
5482,NC,"CB Bladen Solar, LLC",34.822869,-78.624278,SUN,0.1603,5.2,7303,0
5483,NC,CBC Solar Energy Gen Fac Phase 2,35.674444,-78.526111,SUN,0.1892,2.5,4143,0
5484,NC,Cedar Cliff,35.2531,-83.0983,WAT,0.2824,6.4,15833,0
5485,NC,"Cedar Solar, LLC",34.915767,-77.775743,SUN,0.2252,5,9865,0
5486,NC,Century Drive Solar Farm,35.837841,-78.6689,SUN,0,1,0,
5487,NC,CenturyLink Regional HQ,36.0205,-78.516,DFO,0,2,0,
5488,NC,Chadbourn Farm,34.324656,-78.764901,SUN,0.2152,5,9426,0
5489,NC,Charlotte Solar,35.261944,-81.821667,SUN,0.228,5,9986,0
5490,NC,Chatuge,35.019131,-83.791438,WAT,0.242,13.2,27983,0
5491,NC,Chauncey Farm LLC,34.3375,-78.521944,SUN,0.2105,4.9,9035,0
5492,NC,Chei Solar,35.8918,-78.1823,SUN,0.2121,5,9289,0
5493,NC,Cheoah,35.4478,-83.9383,WAT,0.2096,220,404003,0
5494,NC,Cherryville City Hall,35.3778,-81.38,DFO,0.0032,1.8,50,67
5495,NC,Chestnut Solar,36.18,-77.712,SUN,,74.9,,
5496,NC,"Choco Solar, LLC",35.482032,-77.113067,SUN,0.2322,5,10170,0
5497,NC,Chocowinity Solar LLC,35.515,-77.09,SUN,0.1963,5,8599,0
5498,NC,Christina Solar,36.29503,-78.393146,SUN,,3,,
5499,NC,"CII Methane Management IV, LLC",35.511903,-78.433794,LFG,0.8674,1.6,12158,0
5500,NC,Cirrus Solar LLC,35.969444,-78.265,SUN,0.208,5,9111,0
5501,NC,Clayton Solar,35.956326,-77.972385,SUN,,5,,
5502,NC,Cleveland County Generating Facility,35.170547,-81.416648,NG,0.062,"1,472.00",799482,"491,517"
5503,NC,Cliffside,35.22,-81.7594,BIT,0.1655,"2,540.50",3681968,"3,621,709"
5504,NC,Climax Solar,35.88928,-79.6919,SUN,,5,,
5505,NC,"Cline Solar Farm, LLC",35.72,-81.417,SUN,,5,,
5506,NC,Clipperton Holdings,34.966944,-78.354444,SUN,,5,,
5507,NC,Coastal Carolina Clean Power LLC,,,WDS,,,,
5508,NC,"Coats Solar Farm, LLC",35.414507,-78.690576,SUN,0.1294,5,5669,0
5509,NC,"COC Surry LFG, LLC",36.438611,-80.568333,LFG,0.4995,1.6,7001,0
5510,NC,"Cohen Farm Solar, LLC",35.557224,-79.195789,SUN,0.0535,6.5,3047,0
5511,NC,Colin Solar,35.261111,-81.861389,SUN,,4,,
5512,NC,Concord Energy,35.34598,-80.670385,LFG,0.8165,9.6,68667,0
5513,NC,Concord Farm,35.444235,-80.663641,SUN,0.1364,5.2,6214,0
5514,NC,"Conetoe II Solar, LLC",35.822,-77.481,SUN,0.2372,80,166259,0
5515,NC,Conetoe Solar,35.825182,-77.457772,SUN,0.2364,5,10353,0
5516,NC,Cork Oak Solar,36.371,-77.571,SUN,,20,,
5517,NC,Cornelius Delivery No 1,35.483274,-80.856916,DFO,0,2.2,-26,6
5518,NC,"Cornwall Solar Center, LLC",36.366944,-78.626111,SUN,0.0136,5,596,0
5519,NC,"Cotten Farm, LLC",35.528489,-79.198481,SUN,0.0229,5,1003,0
5520,NC,"County Home Solar Center, LLC",35.263255,-81.508684,SUN,0.0502,2,879,0
5521,NC,Cowans Ford,35.4346,-80.9588,WAT,0.0459,350,140580,0
5522,NC,CPI USA North Carolina Roxboro,36.435,-78.9619,WDS,0.537,67.5,317531,"238,734"
5523,NC,CPI USA North Carolina Southport,33.944384,-78.011824,WDS,0.4354,135,514950,"131,848"
5524,NC,Craven County Wood Energy,35.130193,-77.167883,WDS,0.7371,50,322862,"57,001"
5525,NC,Crawford Solar,35.10091,-79.72801,SUN,,5,,
5526,NC,"Creech Solar 2, LLC",35.72196,-78.60434,SUN,0,6.8,0,
5527,NC,Crestwood Solar Center LLC,36.353533,-78.584212,SUN,0.1535,5,6723,0
5528,NC,"Creswell Alligood Solar, LLC",35.898889,-76.379444,SUN,0.2422,14,29698,0
5529,NC,Crimson Solar,34.843246,-77.552241,SUN,,5,,
5530,NC,Crockett Farm,35.230833,-77.5525,SUN,0.213,5,9330,0
5531,NC,"CS Murphy Point, LLC",34.989539,-84.166197,SUN,0.1695,1,1485,0
5532,NC,"Currin Solar, LLC",36.289625,-78.633283,SUN,0.1853,5.2,8439,0
5533,NC,Dan River,36.4862,-79.7208,NG,0.5073,"1,085.70",4824316,"2,026,397"
5534,NC,Daniel Farm LLC,35.848889,-80.553611,SUN,0.2232,5,9774,0
5535,NC,Davidson Gas Producers LLC,35.841299,-80.183458,LFG,0.9319,1.6,13062,0
5536,NC,Daystar Solar,35.035589,-77.202453,SUN,,5,,
5537,NC,DD Fayetteville Solar NC LLC,34.834444,-78.843611,SUN,0.1777,23.1,35950,0
5538,NC,DE Solar 10240 Old Dowd Rd,35.2458,-80.9967,SUN,0.1488,1.9,2477,0
5539,NC,DE Solar 1725 Drywall Dr,35.3261,-80.9967,SUN,0.1902,1,1666,0
5540,NC,DE Solar 657 Brigham Rd,36.1053,-79.9692,SUN,0.1664,1.3,1895,0
5541,NC,Deep Branch Farm,34.670842,-79.199375,SUN,,5,,
5542,NC,Delco Farm,34.318997,-78.20905,SUN,0.1268,5,5554,0
5543,NC,Dement Farm LLC,36.27,-78.348333,SUN,0.2087,5,9143,0
5544,NC,"Desert Wind Farm, LLC",36.31,-76.42,WND,0.0034,208,6233,0
5545,NC,Dessie Solar Center LLC,34.302778,-78.835833,SUN,0.3452,4.8,14516,0
5546,NC,Dibrell Farm,36.471667,-79.528056,SUN,0.2188,5,9584,0
5547,NC,Dixon Dairy Road Solar,35.199167,-81.410833,SUN,0.2085,4,7305,0
5548,NC,"Dogwood Solar, LLC",36.125,-77.409167,SUN,0.2342,20,41023,0
5549,NC,Domtar Paper Co LLC Plymouth NC,35.8628,-76.7831,BLQ,0.3204,161.5,453253,"7,058"
5550,NC,Downs Farm Solar,36.361944,-76.916944,SUN,0.1777,5,7783,0
5551,NC,Dragstrip Farm,35.758056,-81.416111,SUN,0.2251,5,9860,0
5552,NC,Drexel Operations Center,35.7481,-81.6072,DFO,0.0003,2.2,6,42
5553,NC,DSM Pharmaceuticals,35.665961,-77.35744,NG,0.0199,9.2,1602,757
5554,NC,Duck Solar,35.438056,-81.865,SUN,,5,,
5555,NC,Dunn,35.475,-78.548611,SUN,0.2112,2,3700,0
5556,NC,Duplin Solar I LLC (160 Houston Lane),34.960083,-77.980388,SUN,0.211,5,9240,0
5557,NC,Duplin Solar LLC,35.011944,-78.078333,SUN,0.2189,5,9589,0
5558,NC,Durham Solar,36.004941,-78.848475,SUN,0.1992,3.5,6106,0
5559,NC,Duroc Holdings,35.869219,-80.564956,SUN,,5,,
5560,NC,E Nash PV1,35.964202,-78.098071,SUN,,20,,
5561,NC,Eagle Solar,36.458327,-78.155087,SUN,,4,,
5562,NC,East Wayne Solar LLC,35.441667,-77.85,SUN,0.2235,2,3915,0
5563,NC,Eastover Farm,34.742222,-79.463056,SUN,0.2217,5,9709,0
5564,NC,Eastside WWTP,35.9428,-79.9089,DFO,0.0043,5.4,205,167
5565,NC,"Eastway Solar, LLC",34.620938,-78.591689,SUN,,4.9,,
5566,NC,Eden Solar LLC,35.148503,-79.636372,SUN,0.2012,47.7,84057,0
5567,NC,Edenton Generators,36.028611,-76.571944,DFO,0.0091,2.4,191,147
5568,NC,"Edgecombe Genco, LLC",36.037318,-77.753345,BIT,0.0129,114.8,13018,"10,577"
5569,NC,Eisenhower Solar,36.081841,-78.065691,SUN,,5,,
5570,NC,Ellerbe,35.1,-79.73,SUN,0.187,2,3277,0
5571,NC,Elliana Solar,36.131111,-79.3325,SUN,0.2209,5,9676,0
5572,NC,Elm City Solar Facility,35.781111,-77.846944,SUN,0.1473,40,51618,0
5573,NC,"Elm Solar, LLC",35.453828,-79.189525,SUN,0.2176,5,9529,0
5574,NC,Enka,35.533333,-82.65,BIT,,16.3,,
5575,NC,Erwin Farm,35.333333,-78.661389,SUN,0.1761,5,7715,0
5576,NC,ESA Selma,35.5262,-78.2898,SUN,0.2056,1.8,3242,0
5577,NC,Everett PV1,35.821137,-77.30957,SUN,,10,,
5578,NC,"Everetts Wildcat Solar, LLC",35.847222,-77.111389,SUN,0.2407,5,10544,0
5579,NC,"Exum Farm Solar, LLC",35.370441,-77.4549,SUN,0.0028,4.9,118,0
5580,NC,Facile Solar,36.098889,-79.493889,SUN,0.2125,2,3723,0
5581,NC,Fairmont-FLS 100,34.52,-79.13,SUN,0.1903,4,6668,0
5582,NC,Faison Solar,35.069722,-78.116111,SUN,0.2037,2,3568,0
5583,NC,Falls Hydro,35.3944,-80.0753,WAT,0.3883,31.4,106798,0
5584,NC,Farrington Farm,35.832778,-79.025,SUN,0.1851,1,1621,0
5585,NC,Fisher Solar Farm - NC,35.24125,-80.03465,SUN,0.2192,5,9601,0
5586,NC,Five Forks Solar,36.515544,-78.033704,SUN,,20,,
5587,NC,Flash Solar,35.758056,-81.229444,SUN,0.2156,5,9443,0
5588,NC,Flat Meeks PV 1,35.806667,-77.270556,SUN,,5,,
5589,NC,Flemming Solar Center LLC,35.668889,-77.383889,SUN,0.2122,5,9296,0
5590,NC,"Flint Hill Solar, LLC",35.40274,-79.55308,SUN,0.0522,5.2,2377,0
5591,NC,Floyd Road Solar Farm,36.50592,-77.677474,SUN,,5,,
5592,NC,"Floyd Solar, LLC",34.509128,-79.135875,SUN,0.0675,6.5,3841,0
5593,NC,"FLS Solar 170, LLC",34.6,-78.97,SUN,0.189,2,3312,0
5594,NC,"FLS Solar 200, LLC",34.581944,-78.94,SUN,0.1699,4.3,6400,0
5595,NC,FLS Solar 230 (Warren),35.016111,-77.821944,SUN,0.2121,4.8,8920,0
5596,NC,Fontana Dam,35.4507,-83.805,WAT,0.3572,254.7,796889,0
5597,NC,Fox Creek Solar,36.126912,-78.273106,SUN,,50.2,,
5598,NC,Foxfire Solar Farm,35.220556,-79.551944,SUN,0.2315,5,10140,0
5599,NC,Franklin (NC),35.2194,-83.3708,WAT,0.1993,1,1746,0
5600,NC,Franklin Solar 2,36.126944,-78.1525,SUN,0.2213,2,3877,0
5601,NC,"Franklin Solar, LLC",36.0975,-78.167778,SUN,0.1791,2,3137,0
5602,NC,Franklinton Solar,36.08,-78.35,SUN,,5,,
5603,NC,Freemont Solar Center LLC,35.427587,-80.997219,SUN,0.0061,5,266,0
5604,NC,Fremont Farm,35.531944,-77.969167,SUN,,5,,
5605,NC,Friesian Holdings,34.713847,-79.542854,SUN,,75,,
5606,NC,Future Gen Plant 1,,,NG,,211.8,,
5607,NC,Future Gen Plant 2,,,NG,,612,,
5608,NC,G G Allen,35.1897,-81.0122,BIT,0.1383,"1,148.40",1391068,"1,652,171"
5609,NC,"Gainey Solar, LLC",34.499,-78.653,SUN,0.0319,2,559,0
5610,NC,Gamble Solar,35.348375,-81.817362,SUN,,3,,
5611,NC,Garland Farm,34.785278,-78.384444,SUN,,5,,
5612,NC,Garrell Solar Farm,34.325278,-78.793056,SUN,0.1658,5,7260,0
5613,NC,Garysburg Solar,36.468,-77.592,SUN,0.1557,5,6821,0
5614,NC,Gaston,36.499147,-77.811543,WAT,0.2636,177.6,410100,0
5615,NC,Gaston Memorial Hospital,35.2747,-81.1383,DFO,0.0056,1.8,88,42
5616,NC,Gaston Solar,36.514722,-77.656111,SUN,0.1276,5,5589,0
